,label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
585,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.4,0.16,0.12,0.84,0.0,0.0,0.0,0.0,0.08,0.76,0.8,0.88,0.8,0.12,0.0,0.0,0.0,0.0,0.08,0.24,0.72,0.56,0.04,0.0,0.0,0.0,0.0,0.0,0.32,0.6,0.6,0.2,0.0,0.0,0.0,0.0,0.04,0.68,0.56,0.0,0.24,0.96,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.32,0.96,0.0,0.0,0.0,0.2,0.12,0.0,0.0,0.12,0.88,0.64,0.0,0.0,0.08,0.92,0.2,0.0,0.12,0.88,0.72,0.04,0.0,0.0,0.24,0.48,0.0,0.12,0.88,0.4,0.0,0.0,0.0,0.0,0.2,0.24,0.64,0.68,0.44,0.0,0.0,0.0,0.0,0.0
586,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.96,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.96,0.76,0.04,0.0,0.0,0.0,0.0,0.0,0.28,0.96,0.76,0.04,0.0,0.0,0.0,0.0,0.0,0.4,0.96,0.76,0.04,0.0,0.0,0.0,0.0,0.0,0.48,1.0,0.68,0.04,0.0,0.0,0.0,0.0,0.04,0.64,0.96,0.4,0.04,0.0,0.0,0.0,0.0,0.08,0.76,0.84,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.84,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
587,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.8,0.72,0.16,0.0,0.0,0.0,0.0,0.0,0.48,1.0,0.48,0.2,0.64,0.0,0.0,0.0,0.0,0.2,1.0,0.4,0.0,0.72,0.48,0.0,0.0,0.0,0.0,0.64,0.52,0.0,0.52,0.88,0.08,0.0,0.0,0.0,0.0,0.76,0.04,0.52,0.92,0.2,0.0,0.0,0.0,0.0,0.0,0.44,0.8,0.72,0.04,0.0,0.0,0.0,0.0,0.0,0.24,0.84,0.6,0.0,0.0,0.0,0.0,0.32,0.56,0.8,0.92,0.08,0.0,0.0,0.0,0.16,0.56,0.4,0.08,0.04,0.96,0.2,0.0,0.28,0.72,0.76,0.08,0.0,0.0,0.0,0.52,0.92,0.76,0.48,0.32,0.28,0.0
588,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.64,0.08,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.76,0.04,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.68,0.04,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.36,1.0,0.76,0.04,0.0,0.0,0.0,0.0,0.0,0.32,0.96,0.72,0.04,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.64,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.64,0.68,0.32,0.0,0.0,0.0,0.0,0.0,0.48,1.0,0.44,0.28,0.84,0.0,0.0,0.0,0.0,0.24,0.96,0.4,0.0,0.64,0.6,0.0,0.0,0.0,0.0,0.76,0.6,0.0,0.4,0.88,0.12,0.0,0.0,0.0,0.0,0.96,0.12,0.28,0.96,0.2,0.0,0.0,0.0,0.0,0.0,0.68,0.52,0.88,0.2,0.0,0.0,0.0,0.0,0.0,0.12,0.88,0.68,0.08,0.0,0.0,0.0,0.12,0.4,0.44,0.8,0.24,0.0,0.0,0.32,0.48,0.0,0.36,0.4,1.0,0.04,0.0,0.2,0.68,0.52,0.0,0.0,0.0,0.0,0.76,0.92,0.76,0.44,0.24,0.16,0.0,0.0
590,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.76,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,1.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.96,0.88,0.08,0.0,0.0,0.0,0.0,0.0,0.12,0.88,0.88,0.12,0.0,0.0,0.0,0.0,0.0,0.08,0.88,0.96,0.24,0.0,0.0,0.0,0.0,0.0,0.12,0.8,0.88,0.24,0.0,0.0,0.0,0.0,0.0,0.24,0.88,0.76,0.12,0.0,0.0,0.0,0.0,0.0,0.2,0.96,0.88,0.16,0.0,0.0,0.0,0.0,0.0,0.28,0.92,0.72,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,1.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.36,1.0,0.88,0.12,0.0,0.0,0.0,0.0,0.0,0.32,1.0,0.96,0.2,0.0,0.0,0.0,0.0,0.0,0.24,0.96,0.92,0.32,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.24,0.96,0.92,0.2,0.0,0.0,0.0,0.0,0.0,0.36,1.0,0.88,0.12,0.0,0.0,0.0,0.0,0.0,0.44,1.0,0.76,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.8,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.96,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.76,0.88,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.88,0.12,0.0,0.0,0.0,0.0,0.0,0.04,0.6,0.96,0.24,0.0,0.0,0.0,0.0,0.0,0.04,0.68,0.8,0.24,0.0,0.0,0.0,0.0,0.0,0.04,0.76,0.84,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.72,0.72,0.08,0.0,0.0,0.0,0.0,0.0,0.12,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.6,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.8,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.96,0.12,0.08,0.92,0.0,0.0,0.0,0.0,0.08,0.92,0.24,0.0,0.6,0.72,0.0,0.0,0.0,0.0,0.36,0.72,0.0,0.36,0.88,0.24,0.0,0.0,0.0,0.0,0.4,0.48,0.32,0.84,0.12,0.0,0.0,0.0,0.0,0.0,0.04,0.76,0.64,0.12,0.0,0.0,0.0,0.0,0.0,0.16,0.6,0.2,0.0,0.0,0.0,0.0,0.4,0.44,0.64,0.8,0.04,0.0,0.0,0.2,0.68,0.08,0.0,0.0,0.52,0.76,0.0,0.04,0.48,0.52,0.0,0.0,0.0,0.0,0.52,0.8,0.44,0.72,0.44,0.0,0.0,0.0
594,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.96,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.88,0.76,0.04,0.0,0.0,0.0,0.0,0.0,0.24,0.96,0.84,0.12,0.0,0.0,0.0,0.0,0.0,0.24,0.96,0.76,0.08,0.0,0.0,0.0,0.0,0.0,0.36,0.96,0.76,0.04,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.68,0.04,0.0,0.0,0.0,0.0,0.0,0.44,1.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.88,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.48,0.0,0.0,0.0,0.0,0.0,0.04,0.6,1.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.52,1.0,0.72,0.04,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.0,0.76,0.08,0.0,0.0,0.0,0.0,0.0,0.36,1.0,0.76,0.04,0.0,0.0,0.0,0.0,0.0,0.24,0.96,0.68,0.12,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.6,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.64,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,1.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.96,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.88,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.88,0.76,0.04,0.0,0.0,0.0,0.0,0.0,0.12,0.8,0.72,0.04,0.0,0.0,0.0,0.0,0.0,0.12,0.88,0.64,0.04,0.0,0.0,0.0,0.0,0.0,0.12,0.92,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.84,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.44,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.96,0.96,0.68,0.0,0.0,0.0,0.0,0.0,0.52,0.96,0.28,0.6,0.96,0.0,0.0,0.0,0.0,0.2,1.0,0.44,0.08,0.92,0.56,0.0,0.0,0.0,0.0,0.4,0.96,0.0,0.72,0.84,0.0,0.0,0.0,0.0,0.0,0.36,0.92,0.64,0.92,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.96,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.72,0.2,0.0,0.0,0.0,0.08,0.64,1.0,1.0,0.28,0.0,0.12,0.16,0.0,0.0,0.84,0.56,0.44,1.0,0.44,0.6,0.84,0.28,0.0,0.0,0.08,0.12,0.2,0.24,0.6,0.56,0.08,0.0,0.0,0.0
598,3.0,0.0,0.0,0.0,0.0,0.0,0.64,0.76,0.28,0.56,0.68,0.0,0.0,0.0,0.0,0.52,1.0,1.0,0.96,0.6,0.08,0.0,0.0,0.0,0.0,0.24,0.96,0.8,0.12,0.0,0.0,0.0,0.0,0.0,0.32,0.96,0.96,0.8,0.0,0.0,0.0,0.0,0.0,0.28,0.92,0.12,0.4,1.0,0.28,0.0,0.0,0.0,0.0,0.08,0.12,0.0,0.76,1.0,0.16,0.0,0.0,0.0,0.12,0.4,0.24,0.4,1.0,0.8,0.0,0.0,0.0,0.24,0.88,0.88,0.2,1.0,0.88,0.08,0.0,0.0,0.0,0.88,0.96,0.28,0.8,0.92,0.24,0.0,0.0,0.0,0.0,0.2,0.12,0.76,0.88,0.28,0.0,0.0,0.0,0.0,0.0
599,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.72,0.52,0.0,0.0,0.28,0.0,0.0,0.0,0.24,0.76,0.32,0.0,0.0,0.4,0.88,0.0,0.0,0.32,0.96,0.84,0.4,0.52,0.8,0.96,0.68,0.16,0.52,0.48,0.28,0.12,0.0,0.6,0.76,0.16,0.0,0.52,0.16,0.0,0.0,0.12,0.64,0.56,0.04,0.0,0.0,0.0,0.0,0.0,0.2,0.84,0.28,0.0,0.0,0.0,0.0,0.0,0.08,0.56,0.88,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.72,0.04,0.0,0.0,0.0,0.0,0.0,0.0
600,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.8,0.68,0.24,0.0,0.0,0.0,0.0,0.04,0.6,0.96,0.4,0.24,0.96,0.0,0.0,0.0,0.0,0.36,1.0,0.32,0.04,0.84,0.64,0.0,0.0,0.0,0.0,0.76,0.56,0.12,0.8,0.64,0.04,0.0,0.0,0.0,0.0,0.76,0.32,0.92,0.4,0.0,0.0,0.0,0.0,0.0,0.12,0.8,0.64,0.16,0.0,0.0,0.0,0.0,0.12,0.56,0.76,0.28,0.0,0.0,0.08,0.32,0.0,0.8,0.72,1.0,0.2,0.0,0.04,0.48,0.52,0.12,0.0,0.0,0.0,0.76,0.56,0.52,0.68,0.32,0.0,0.0,0.0,0.0,0.0,0.56,0.76,0.76,0.12,0.0,0.0,0.0,0.0
601,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.84,0.72,0.16,0.0,0.0,0.0,0.0,0.08,0.68,0.92,0.16,0.4,0.72,0.0,0.0,0.0,0.0,0.68,0.92,0.24,0.04,0.84,0.8,0.0,0.0,0.0,0.32,1.0,0.28,0.0,0.64,0.96,0.12,0.0,0.0,0.0,0.76,0.6,0.04,0.72,0.8,0.16,0.0,0.0,0.0,0.0,0.76,0.68,0.76,0.6,0.04,0.0,0.0,0.0,0.0,0.0,0.6,0.88,0.28,0.0,0.08,0.08,0.0,0.4,0.56,0.88,0.4,0.0,0.0,0.36,0.72,0.12,0.0,0.32,0.68,1.0,0.04,0.32,0.68,0.32,0.0,0.0,0.0,0.0,0.12,0.84,0.8,0.64,0.28,0.0,0.0,0.0,0.0
602,3.0,0.0,0.0,0.0,0.0,0.0,0.6,0.88,0.84,0.16,0.36,0.0,0.0,0.0,0.0,0.0,0.16,0.28,1.0,0.76,0.12,0.0,0.0,0.0,0.04,0.4,0.72,0.52,0.84,0.24,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.64,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.96,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.96,0.76,0.04,0.0,0.4,0.88,0.44,0.0,0.4,1.0,0.72,0.08,0.0,0.0,1.0,0.32,0.04,0.6,1.0,0.6,0.0,0.0,0.0,0.0,0.64,0.32,0.84,0.68,0.12,0.0,0.0,0.0,0.0,0.0,0.48,0.48,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,3.0,0.0,0.0,0.0,0.0,0.0,0.44,0.8,0.76,0.28,0.76,0.0,0.0,0.0,0.0,0.0,0.68,0.4,1.0,0.8,0.12,0.0,0.0,0.0,0.0,0.08,0.52,0.88,0.84,0.0,0.0,0.0,0.0,0.0,0.12,0.6,0.12,0.08,1.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,1.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.56,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.52,1.0,0.52,0.0,0.0,0.0,0.0,0.0,0.08,0.68,0.88,0.24,0.0,0.0,0.0,0.0,0.0,0.36,0.8,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,4.0,0.0,0.0,0.0,0.24,0.24,0.0,0.0,0.0,0.16,0.88,0.0,0.0,0.0,0.84,0.52,0.0,0.0,0.16,0.96,0.64,0.0,0.0,0.64,0.96,0.2,0.0,0.08,0.88,0.76,0.08,0.0,0.56,0.96,0.44,0.2,0.2,0.76,1.0,0.68,0.0,0.36,1.0,1.0,0.6,0.68,1.0,0.88,0.72,0.2,0.0,0.44,0.48,0.2,0.0,0.8,0.88,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.92,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.96,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.88,0.48,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.68,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.84,1.0,0.48,0.0,0.0,0.0,0.0,0.0,0.08,0.92,1.0,0.56,0.0,0.0,0.0,0.0,0.0,0.12,0.92,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.04,0.96,1.0,0.76,0.08,0.0,0.0,0.0,0.0,0.08,0.8,1.0,0.84,0.2,0.0,0.0,0.0,0.0,0.16,0.84,1.0,0.84,0.0,0.0,0.0,0.0,0.0,0.16,0.96,1.0,0.92,0.08,0.0,0.0,0.0,0.0,0.0,0.76,1.0,0.84,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.88,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,1.0,1.0,0.08,0.0,0.0,0.0,0.0,0.0,0.24,1.0,1.0,0.6,0.2,0.0,0.0,0.0,0.0,0.08,0.88,1.0,0.92,0.04,0.0,0.0,0.0,0.0,0.04,0.68,1.0,0.68,0.4,0.0,0.0,0.0,0.0,0.0,0.52,1.0,0.88,0.2,0.0,0.0,0.0,0.0,0.0,0.16,1.0,0.84,0.24,0.0,0.0,0.0,0.0,0.0,0.12,0.88,0.88,0.16,0.0,0.0,0.0,0.0,0.0,0.04,0.92,1.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.92,1.0,0.64,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,6.0,0.0,0.0,0.0,0.0,0.0,0.12,0.68,0.84,0.92,0.6,0.0,0.0,0.0,0.04,0.64,0.72,0.16,0.08,0.32,0.64,0.0,0.0,0.08,0.68,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.88,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.88,0.28,0.64,0.8,0.44,0.0,0.0,0.0,0.2,1.0,1.0,0.96,0.72,0.8,0.72,0.0,0.0,0.0,0.6,1.0,1.0,1.0,0.76,0.92,0.16,0.0,0.0,0.0,0.72,1.0,1.0,1.0,0.96,0.2,0.0,0.0,0.0,0.0,0.4,1.0,1.0,1.0,0.88,0.28,0.0,0.0,0.0,0.0,0.04,0.68,0.64,0.56,0.0,0.0,0.0,0.0,0.0,0.0
608,2.0,0.0,0.0,0.0,0.0,0.0,0.44,1.0,0.96,1.0,0.6,0.0,0.0,0.0,0.0,0.24,1.0,0.6,0.32,0.96,0.44,0.0,0.0,0.0,0.08,0.88,0.64,0.0,0.72,0.92,0.0,0.0,0.0,0.0,0.44,0.8,0.04,0.56,0.96,0.52,0.0,0.0,0.0,0.0,0.04,0.0,0.36,0.92,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.88,0.28,0.0,0.0,0.0,0.2,0.24,0.4,0.64,0.72,0.12,0.0,0.12,0.64,0.2,0.84,0.8,0.64,1.0,0.44,0.0,0.12,0.88,1.0,0.44,0.0,0.0,0.12,0.88,0.8,0.36,0.84,0.48,0.12,0.08,0.0,0.0,0.0,0.36,0.88,0.6,0.12,0.0,0.0,0.0
609,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,1.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.88,0.84,0.08,0.0,0.0,0.0,0.0,0.0,0.12,0.76,1.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,0.8,0.12,0.0,0.0,0.0,0.0,0.04,0.56,1.0,0.84,0.04,0.0,0.0,0.0,0.0,0.0,0.8,1.0,0.52,0.2,0.0,0.0,0.0,0.0,0.08,0.72,0.88,0.24,0.0,0.0,0.0,0.0,0.0,0.8,0.92,0.52,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,8.0,0.0,0.0,0.0,0.0,0.0,0.08,0.68,0.8,1.0,0.72,0.0,0.0,0.0,0.0,0.12,0.88,0.28,0.28,1.0,0.88,0.0,0.0,0.0,0.0,0.92,0.32,0.0,0.52,0.64,0.08,0.0,0.0,0.0,0.04,1.0,0.28,0.72,0.52,0.04,0.0,0.0,0.0,0.0,0.44,1.0,0.84,0.24,0.0,0.0,0.0,0.0,0.12,0.6,1.0,0.84,0.04,0.0,0.0,0.0,0.0,0.2,0.8,0.4,0.96,0.6,0.0,0.0,0.0,0.0,0.0,0.88,0.12,0.28,1.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.36,0.8,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.8,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,1.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.84,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.88,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.96,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.88,0.2,0.0,0.36,0.08,0.0,0.0,0.0,0.36,1.0,0.28,0.0,0.24,0.88,0.0,0.0,0.0,0.6,1.0,0.28,0.0,0.2,0.88,0.4,0.0,0.2,0.68,0.8,1.0,0.88,0.44,0.96,0.44,0.0,0.0,0.6,0.28,0.0,0.4,0.76,0.72,0.28,0.0,0.0,0.0
612,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.84,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,1.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.48,1.0,1.0,0.28,0.0,0.0,0.0,0.0,0.0,0.28,1.0,0.96,0.44,0.0,0.0,0.0,0.0,0.0,0.24,0.92,1.0,0.56,0.0,0.0,0.0,0.0,0.0,0.24,1.0,1.0,0.48,0.08,0.0,0.0,0.0,0.0,0.16,0.88,1.0,0.48,0.0,0.0,0.0,0.0,0.0,0.08,0.84,1.0,0.48,0.0,0.0,0.0,0.0,0.0,0.32,0.84,1.0,0.56,0.04,0.0,0.0,0.0,0.0,0.0,0.84,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.8,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.96,0.88,0.16,0.0,0.0,0.0,0.0,0.0,0.28,0.92,1.0,0.28,0.0,0.0,0.0,0.0,0.0,0.04,0.92,1.0,0.28,0.0,0.0,0.0,0.0,0.0,0.04,0.68,1.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.68,0.16,0.0,0.0,0.0,0.0,0.0,0.28,1.0,0.92,0.04,0.0,0.0,0.0,0.0,0.0,0.12,0.92,0.8,0.08,0.0,0.0,0.0,0.0,0.0,0.24,0.84,0.96,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.76,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.8,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,1.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.32,1.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.92,0.8,0.12,0.0,0.0,0.0,0.0,0.0,0.24,0.96,0.88,0.12,0.0,0.0,0.0,0.0,0.0,0.16,0.96,1.0,0.24,0.0,0.0,0.0,0.0,0.0,0.04,0.92,0.92,0.12,0.08,0.0,0.0,0.0,0.28,0.96,1.0,0.76,0.12,0.0,0.0,0.0,0.0,0.0,0.92,1.0,0.8,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.68,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,1.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.96,0.84,0.16,0.0,0.0,0.0,0.0,0.0,0.12,0.96,1.0,0.16,0.0,0.0,0.0,0.0,0.0,0.12,0.88,0.92,0.24,0.0,0.0,0.0,0.0,0.0,0.08,0.8,0.92,0.28,0.0,0.0,0.0,0.0,0.0,0.04,0.64,0.96,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.56,1.0,0.52,0.04,0.0,0.0,0.0,0.0,0.0,0.48,1.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.72,1.0,0.72,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.96,0.8,0.68,0.0,0.0,0.0,0.0,0.0,0.32,0.96,1.0,1.0,0.88,0.0,0.0,0.0,0.0,0.0,0.8,1.0,1.0,1.0,0.44,0.0,0.0,0.0,0.0,0.44,1.0,1.0,0.96,0.52,0.0,0.0,0.0,0.0,0.0,0.12,0.52,0.88,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.64,0.12,0.0,0.0,0.0,0.0,0.0,0.28,0.84,0.4,0.0,0.0,0.04,0.08,0.0,0.4,0.72,1.0,0.64,0.0,0.0,0.12,0.72,0.32,0.0,0.2,0.08,0.88,0.52,0.04,0.44,0.84,0.24,0.0,0.0,0.0,0.08,0.76,0.88,0.8,0.52,0.04,0.0,0.0,0.0
617,3.0,0.0,0.0,0.0,0.0,0.28,0.68,0.96,0.48,0.48,0.48,0.0,0.0,0.0,0.24,1.0,1.0,1.0,0.88,0.44,0.12,0.0,0.0,0.0,0.08,0.8,0.96,0.48,0.04,0.0,0.0,0.0,0.04,0.44,0.96,1.0,0.84,0.32,0.0,0.0,0.0,0.0,0.04,0.36,0.04,0.0,0.68,0.92,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.92,0.92,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.76,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.08,0.76,1.0,0.52,0.0,0.0,0.0,0.0,0.0,0.16,0.8,0.92,0.36,0.0,0.0,0.0,0.0,0.0,0.64,0.92,0.56,0.12,0.0,0.0,0.0,0.0,0.0,0.0
